spec	Fold_0
nist_1792419	train
nist_1792425	train
nist_1792428	train
nist_1792443	train
nist_1792446	train
nist_1792452	train
nist_1792564	train
nist_1792570	train
nist_1792579	train
nist_1795792	train
nist_1795802	train
nist_1795813	train
nist_1795824	train
nist_1796523	train
nist_1796532	train
nist_1796538	train
nist_1796544	train
nist_1797180	train
nist_1797198	train
nist_1797213	train
nist_1798499	train
nist_1798512	train
nist_1798521	train
nist_1798960	train
nist_1798972	train
nist_1799839	train
nist_1799852	train
nist_1800646	train
nist_1800662	train
nist_1800685	train
nist_1800699	train
nist_1800917	train
nist_1800927	train
nist_1800929	train
nist_1800935	train
nist_1800970	train
nist_1800984	train
nist_1801161	train
nist_1801173	train
nist_1801178	train
nist_1801190	train
nist_1801663	train
nist_1801672	train
nist_1801677	train
nist_1801691	train
nist_1801713	train
nist_1801726	train
nist_1801784	train
nist_1801798	train
nist_1802817	train
nist_1802834	train
nist_1802837	train
nist_1802853	train
nist_1803003	train
nist_1803015	train
nist_1803021	train
nist_1803033	train
nist_1803508	train
nist_1803517	train
nist_1803524	train
nist_1803541	train
nist_1804180	train
nist_1804207	train
nist_1804227	train
nist_1804524	train
nist_1804535	train
nist_1804540	train
nist_1804551	train
nist_1804561	train
nist_1804570	train
nist_1804587	train
nist_1804599	train
nist_1805048	train
nist_1805219	train
nist_1805231	train
nist_1805237	train
nist_1805248	train
nist_1805275	train
nist_1805288	train
nist_1805330	train
nist_1805343	train
nist_1805360	train
nist_1805372	train
nist_1805378	train
nist_1805383	train
nist_1806440	train
nist_1806455	train
nist_1806482	train
nist_1806487	train
nist_1806613	train
nist_1806624	train
nist_1806656	train
nist_1806669	train
nist_1806751	train
nist_1806760	train
nist_1806768	train
nist_1806781	train
nist_1807119	train
nist_1807130	train
nist_1807138	train
nist_1807148	train
nist_1807713	train
nist_1807730	train
nist_1807772	train
nist_1807786	train
nist_1808064	train
nist_1808066	train
nist_1808071	train
nist_1808077	train
nist_1808981	train
nist_1808989	train
nist_1808991	train
nist_1809008	train
nist_1809630	train
nist_1809646	train
nist_1809670	train
nist_1809679	train
nist_1809760	train
nist_1809768	train
nist_1809776	train
nist_1809877	train
nist_1809891	train
nist_1809900	train
nist_1809911	train
nist_1809971	train
nist_1809987	train
nist_1809992	train
nist_1810008	train
nist_1810028	train
nist_1810042	train
nist_1810044	train
nist_1810056	train
nist_1810595	train
nist_1810606	train
nist_1810687	train
nist_1810693	train
nist_1810695	train
nist_1810700	train
nist_1810712	train
nist_1811326	train
nist_1811341	train
nist_1811346	train
nist_1811356	train
nist_1811362	train
nist_1811373	train
nist_1811393	train
nist_1811404	train
nist_1812196	train
nist_1812211	train
nist_1812410	train
nist_1812422	train
nist_1812424	train
nist_1812437	train
nist_1812469	train
nist_1812480	train
nist_1812494	train
nist_1812864	train
nist_1812879	train
nist_1812881	train
nist_1812884	train
nist_1813443	train
nist_1813453	train
nist_1813470	train
nist_1813480	train
nist_1813701	train
nist_1813708	train
nist_1813730	train
nist_1813741	train
nist_1813827	train
nist_1813843	train
nist_1813846	train
nist_1813857	train
nist_1814119	train
nist_1814233	train
nist_1814244	train
nist_1814268	train
nist_1814282	train
nist_1814789	train
nist_1814803	train
nist_1814911	train
nist_1815808	train
nist_1815821	train
nist_1815829	train
nist_1815842	train
nist_1816398	train
nist_1816414	train
nist_1816554	train
nist_1816659	train
nist_1816675	train
nist_1817447	train
nist_1817461	train
nist_1817467	train
nist_1817479	train
nist_1817799	train
nist_1817814	train
nist_1817857	train
nist_1817872	train
nist_1817886	train
nist_1817906	train
nist_1818136	train
nist_1818440	train
nist_1818454	train
nist_1818483	train
nist_1818497	train
nist_1819895	train
nist_1819908	train
nist_1819917	train
nist_1819918	train
nist_1820789	train
nist_1820872	train
nist_1820887	train
nist_1820893	train
nist_1820905	train
nist_1821073	train
nist_1821089	train
nist_1821138	train
nist_1821151	train
nist_1821153	train
nist_1821163	train
nist_1821186	train
nist_1821192	train
nist_1821295	train
nist_1821299	train
nist_1821310	train
nist_1821780	train
nist_1821862	train
nist_1821873	train
nist_1822469	train
nist_1822484	train
nist_1822490	train
nist_1823014	train
nist_1823027	train
nist_1823063	train
nist_1823076	train
nist_1823855	train
nist_1823870	train
nist_1823877	train
nist_1823892	train
nist_1824031	train
nist_1824040	train
nist_1824409	train
nist_1824847	train
nist_1824861	train
nist_1825211	train
nist_1825218	train
nist_1825232	train
nist_1825995	train
nist_1826006	train
nist_1826013	train
nist_1826015	train
nist_1826050	train
nist_1826062	train
nist_1826511	train
nist_1826519	train
nist_1826530	train
nist_1826540	train
nist_1826927	train
nist_1826941	train
nist_1826953	train
nist_1827023	train
nist_1827029	train
nist_1827033	train
nist_1829165	train
nist_1829175	train
nist_1829179	train
nist_1829190	train
nist_1830290	train
nist_1830296	train
nist_1830301	train
nist_1830307	train
nist_1830328	train
nist_1830342	train
nist_1830374	train
nist_1830383	train
nist_1830865	train
nist_1830887	train
nist_1831044	train
nist_1831056	train
nist_1831082	train
nist_1831095	train
nist_1831363	train
nist_1831374	train
nist_1831377	train
nist_1831390	train
nist_1831431	train
nist_1831433	train
nist_1831463	train
nist_1831475	train
nist_1831482	train
nist_1831985	train
nist_1831999	train
nist_1832004	train
nist_1832016	train
nist_1832146	train
nist_1832994	train
nist_1833003	train
nist_1833193	train
nist_1833195	train
nist_1833205	train
nist_1833212	train
nist_1833234	train
nist_1833252	train
nist_1833265	train
nist_1833412	train
nist_1833421	train
nist_1833436	train
nist_1833446	train
nist_1834529	train
nist_1834542	train
nist_1834567	train
nist_1834579	train
nist_1835545	train
nist_1835560	train
nist_1835566	train
nist_1835573	train
nist_1835662	train
nist_1835679	train
nist_1835683	train
nist_1835693	train
nist_1836504	train
nist_1836520	train
nist_1836525	train
nist_1836538	train
nist_1836631	train
nist_1836641	train
nist_1836645	train
nist_1836720	train
nist_1836727	train
nist_1836730	train
nist_1836905	train
nist_1836915	train
nist_1836931	train
nist_1836940	train
nist_1837290	train
nist_1837301	train
nist_1837306	train
nist_1837327	train
nist_1837337	train
nist_1837343	train
nist_1837354	train
nist_1839710	train
nist_1839726	train
nist_1839730	train
nist_1839740	train
nist_1840276	train
nist_1840287	train
nist_1840301	train
nist_1840308	train
nist_1841292	train
nist_1841296	train
nist_1841300	train
nist_1841301	train
nist_1841359	train
nist_1841370	train
nist_1841395	train
nist_1841404	train
nist_1842419	train
nist_1842429	train
nist_1842431	train
nist_1842446	train
nist_1842569	train
nist_1842582	train
nist_1842589	train
nist_1842595	train
nist_1844348	train
nist_1844360	train
nist_1844383	train
nist_1844398	train
nist_1844403	train
nist_1844405	train
nist_1844422	train
nist_1844700	train
nist_1844711	train
nist_1844717	train
nist_1844726	train
nist_1844735	train
nist_1844747	train
nist_1844902	train
nist_1844916	train
nist_1844945	train
nist_1845449	train
nist_1845460	train
nist_1845466	train
nist_1845473	train
nist_1845591	train
nist_1845602	train
nist_1845611	train
nist_1845619	train
nist_1846048	train
nist_1846064	train
nist_1846088	train
nist_1846102	train
nist_1846138	train
nist_1846151	train
nist_1846161	train
nist_1846166	train
nist_1846574	train
nist_1846590	train
nist_1846627	train
nist_1846639	train
nist_1846877	train
nist_1846889	train
nist_1846915	train
nist_1846927	train
nist_1847030	train
nist_1847043	train
nist_1847069	train
nist_1847081	train
nist_1848048	train
nist_1848063	train
nist_1848067	train
nist_1848080	train
nist_1848324	train
nist_1848333	train
nist_1848335	train
nist_1848349	train
nist_1848377	train
nist_1848380	train
nist_1848556	train
nist_1848569	train
nist_1848983	train
nist_1848994	train
nist_1848999	train
nist_1849011	train
nist_1849016	train
nist_1849018	train
nist_1849030	train
nist_1849573	train
nist_1849587	train
nist_1849612	train
nist_1849625	train
nist_1852096	train
nist_1852113	train
nist_1852153	train
nist_1852164	train
nist_1852430	train
nist_1852443	train
nist_1852452	train
nist_1852466	train
nist_1853085	train
nist_1853096	train
nist_1853129	train
nist_1853140	train
nist_1854630	train
nist_1855059	train
nist_1855064	train
nist_1855090	train
nist_1855099	train
nist_1856433	train
nist_1856693	train
nist_1858122	train
nist_1858134	train
nist_1858163	train
nist_1858175	train
nist_1858679	train
nist_1858689	train
nist_1858703	train
nist_1858712	train
nist_1858727	train
nist_1858729	train
nist_1858755	train
nist_1858902	train
nist_1858910	train
nist_1858913	train
nist_1859144	train
nist_1859154	train
nist_1859159	train
nist_1860267	train
nist_1860276	train
nist_1860889	train
nist_1860897	train
nist_1860901	train
nist_1861260	train
nist_1861273	train
nist_1861276	train
nist_1861842	train
nist_1861852	train
nist_1861858	train
nist_1861867	train
nist_1862181	train
nist_1862191	train
nist_1862211	train
nist_1862682	train
nist_1862695	train
nist_1862729	train
nist_1862735	train
nist_1864411	train
nist_1864419	train
nist_1864422	train
nist_1864424	train
nist_1864427	train
nist_1864437	train
nist_1864449	train
nist_1864454	train
nist_1864464	train
nist_1864467	train
nist_1864469	train
nist_1865117	train
nist_1865128	train
nist_1865144	train
nist_1865497	train
nist_1865510	train
nist_1865527	train
nist_1865532	train
nist_1865632	train
nist_1865643	train
nist_1865656	train
nist_1865664	train
nist_1866280	train
nist_1866292	train
nist_1866297	train
nist_1866308	train
nist_1866435	train
nist_1866448	train
nist_1866482	train
nist_1866807	train
nist_1866819	train
nist_1866852	train
nist_1868142	train
nist_1868155	train
nist_1868161	train
nist_1868171	train
nist_1868768	train
nist_1868779	train
nist_1868786	train
nist_1868789	train
nist_1868801	train
nist_1868814	train
nist_1868841	train
nist_1868854	train
nist_1868862	train
nist_1868870	train
nist_1869280	train
nist_1869289	train
nist_1869584	train
nist_1869586	train
nist_1869742	train
nist_1869745	train
nist_1869749	train
nist_1869979	train
nist_1870123	train
nist_1870423	train
nist_1870438	train
nist_1870453	train
nist_1870473	train
nist_1870477	train
nist_1870529	train
nist_1870531	train
nist_1870604	train
nist_1870616	train
nist_1870618	train
nist_1870628	train
nist_1870639	train
nist_1870662	train
nist_1870673	train
nist_1870700	train
nist_1870702	train
nist_1870782	train
nist_1870791	train
nist_1870794	train
nist_1870803	train
nist_1870929	train
nist_1870931	train
nist_1870941	train
nist_1870988	train
nist_1871408	train
nist_1871411	train
nist_1871413	train
nist_1871426	train
nist_1871467	train
nist_1871476	train
nist_1871635	train
nist_1871647	train
nist_1871653	train
nist_1871663	train
nist_1871681	train
nist_1871692	train
nist_1871697	train
nist_1871706	train
nist_1872028	train
nist_1872039	train
nist_1872070	train
nist_1872084	train
nist_1872094	train
nist_1872097	train
nist_1875286	train
nist_1875300	train
nist_1875308	train
nist_1875564	train
nist_1875576	train
nist_1875597	train
nist_1875609	train
nist_1875623	train
nist_1875628	train
nist_1876384	train
nist_1876396	train
nist_1876411	train
nist_1876412	train
nist_1876419	train
nist_1876420	train
nist_1876426	train
nist_1876427	train
nist_1876428	train
nist_1876437	train
nist_1876637	train
nist_1876647	train
nist_1876651	train
nist_1876659	train
nist_1876670	train
nist_1876681	train
nist_1876691	train
nist_1876978	train
nist_1876993	train
nist_1877013	train
nist_1877022	train
nist_1885616	train
nist_1886157	train
nist_1886169	train
nist_1886181	train
nist_1886302	train
nist_1886313	train
nist_1886316	train
nist_1886403	train
nist_1886415	train
nist_1886432	train
nist_1886798	train
nist_1886807	train
nist_1886809	train
nist_1886820	train
nist_1887482	train
nist_1887494	train
nist_1887574	train
nist_1887589	train
nist_1887596	train
nist_1888611	train
nist_1888623	train
nist_1888630	train
nist_1888650	train
nist_1889440	train
nist_1889542	train
nist_1889556	train
nist_1889564	train
nist_1890069	train
nist_1890082	train
nist_1890109	train
nist_1890239	train
nist_1890252	train
nist_1890606	train
nist_1890615	train
nist_1890624	train
nist_1890633	train
nist_1891764	train
nist_1891785	train
nist_1891796	train
nist_1891821	train
nist_1891823	train
nist_1891869	train
nist_1891873	train
nist_1891907	train
nist_1891911	train
nist_1891931	train
nist_1892060	train
nist_1892072	train
nist_1892947	train
nist_1892961	train
nist_1892985	train
nist_1892989	train
nist_1894793	train
nist_1894804	train
nist_1894821	train
nist_1894834	train
nist_1894845	train
nist_1894851	train
nist_1894994	train
nist_1895008	train
nist_1895044	train
nist_1895055	train
nist_1895136	train
nist_1895151	train
nist_1895155	train
nist_1895169	train
nist_1895302	train
nist_1895317	train
nist_1895512	train
nist_1895826	train
nist_1895841	train
nist_1895916	train
nist_1895928	train
nist_1895937	train
nist_1895980	train
nist_1895993	train
nist_1896000	train
nist_1896021	train
nist_1896036	train
nist_1896062	train
nist_1896253	train
nist_1896265	train
nist_1896267	train
nist_1896363	train
nist_1896377	train
nist_1896417	train
nist_1896421	train
nist_1896433	train
nist_1896441	train
nist_1896445	train
nist_1896557	train
nist_1896569	train
nist_1896575	train
nist_1896919	train
nist_1896933	train
nist_1896955	train
nist_1896966	train
nist_1897034	train
nist_1897046	train
nist_1897052	train
nist_1897062	train
nist_1897068	train
nist_1897075	train
nist_1897146	train
nist_1897159	train
nist_1897177	train
nist_1897362	train
nist_1897367	train
nist_1897401	train
nist_1897411	train
nist_1897470	train
nist_1897556	train
nist_1897571	train
nist_1897584	train
nist_1897594	train
nist_1897606	train
nist_1897613	train
nist_1898280	train
nist_1898293	train
nist_1898315	train
nist_1898327	train
nist_1898335	train
nist_1898796	train
nist_1898857	train
nist_1898872	train
nist_1898897	train
nist_1899337	train
nist_1899352	train
nist_1899649	train
nist_1899663	train
nist_1899685	train
nist_1900647	train
nist_1900661	train
nist_1900677	train
nist_1901080	train
nist_1901092	train
nist_1901762	train
nist_1901775	train
nist_1901997	train
nist_1902011	train
nist_1902017	train
nist_1902022	train
nist_1903090	train
nist_1903104	train
nist_1903127	train
nist_1903286	train
nist_1903300	train
nist_1903304	train
nist_1903326	train
nist_1903339	train
nist_1903987	train
nist_1904001	train
nist_1904533	train
nist_1904534	train
nist_1904535	train
nist_1904691	train
nist_1904701	train
nist_1904706	train
nist_1904713	train
nist_1904718	train
nist_1904729	train
nist_1905166	train
nist_1905177	train
nist_1905211	train
nist_1905222	train
nist_1905429	train
nist_1905434	train
nist_1905448	train
nist_1905687	train
nist_1905701	train
nist_1905717	train
nist_1905970	train
nist_1905984	train
nist_1905985	train
nist_1905986	train
nist_1905987	train
nist_1905988	train
nist_1905997	train
nist_1906057	train
nist_1906065	train
nist_1906074	train
nist_1906101	train
nist_1906113	train
nist_1906130	train
nist_1906139	train
nist_1907001	train
nist_1907011	train
nist_1907024	train
nist_1907035	train
nist_1907147	train
nist_1907158	train
nist_1907174	train
nist_1907181	train
nist_1907196	train
nist_1907203	train
nist_1907213	train
nist_1907246	train
nist_1907255	train
nist_1907258	train
nist_1907316	train
nist_1907534	train
nist_1907542	train
nist_1907545	train
nist_1907552	train
nist_1907630	train
nist_1907633	train
nist_1907640	train
nist_1907643	train
nist_1907655	train
nist_1907665	train
nist_1907677	train
nist_1907888	train
nist_1907894	train
nist_1907895	train
nist_1907905	train
nist_1907957	train
nist_1907963	train
nist_1907967	train
nist_1907979	train
nist_1907985	train
nist_1907991	train
nist_1908127	train
nist_1908128	train
nist_1908134	train
nist_1908140	train
nist_1908147	train
nist_1908163	train
nist_1908172	train
nist_1908382	train
nist_1908383	train
nist_1908387	train
nist_1908429	train
nist_1908430	train
nist_1908434	train
nist_1908435	train
nist_1908452	train
nist_1908458	train
nist_1908464	train
nist_1909056	train
nist_1909066	train
nist_1909076	train
nist_1909089	train
nist_1909095	train
nist_1909098	train
nist_1909102	train
nist_1909103	train
nist_1909108	train
nist_1909116	train
nist_1909136	train
nist_1909140	train
nist_1909148	train
nist_1909212	train
nist_1909226	train
nist_1909278	train
nist_1909287	train
nist_1909288	train
nist_1909290	train
nist_1909299	train
nist_1909308	train
nist_1909501	train
nist_1909511	train
nist_1909526	train
nist_1909560	train
nist_1909571	train
nist_1909586	train
nist_1909593	train
nist_1909769	train
nist_1909774	train
nist_1909775	train
nist_1909797	train
nist_1909808	train
nist_1909837	train
nist_1909849	train
nist_1909914	train
nist_1909925	train
nist_1909928	train
nist_1909937	train
nist_1909981	train
nist_1909982	train
nist_1909983	train
nist_1909985	train
nist_1910205	train
nist_1910220	train
nist_1910241	train
nist_1910254	train
nist_1910439	train
nist_1910453	train
nist_1910514	train
nist_1910528	train
nist_1910819	train
nist_1910824	train
nist_1910826	train
nist_1910841	train
nist_1910920	train
nist_1910927	train
nist_1910980	train
nist_1911223	train
nist_1911235	train
nist_1911421	train
nist_1911433	train
nist_1911591	train
nist_1911604	train
nist_1911635	train
nist_1911945	train
nist_1911959	train
nist_1911987	train
nist_1911996	train
nist_1912029	train
nist_1912030	train
nist_1912037	train
nist_1912109	train
nist_1912111	train
nist_1912115	train
nist_1912175	train
nist_1912177	train
nist_1912186	train
nist_1912221	train
nist_1912231	train
nist_1912274	train
nist_1912286	train
nist_1912341	train
nist_1912357	train
nist_1912367	train
nist_1912754	train
nist_1912760	train
nist_1912803	train
nist_1912806	train
nist_1912911	train
nist_1912918	train
nist_1912925	train
nist_1912931	train
nist_1913463	train
nist_1913471	train
nist_1913479	train
nist_1913489	train
nist_1913571	train
nist_1913581	train
nist_1913591	train
nist_1913644	train
nist_1913645	train
nist_1913652	train
nist_1913681	train
nist_1913693	train
nist_1913715	train
nist_1914174	train
nist_1914182	train
nist_1914236	train
nist_1914246	train
nist_1914454	train
nist_1914470	train
nist_1914485	train
nist_1914506	train
nist_1914516	train
nist_1914527	train
nist_1914529	train
nist_1914543	train
nist_1914552	train
nist_1914554	train
nist_1914642	train
nist_1914646	train
nist_1914659	train
nist_1916113	train
nist_1916115	train
nist_1916123	train
nist_1916215	train
nist_1916227	train
nist_1916232	train
nist_1916368	train
nist_1916378	train
nist_1916387	train
nist_1916394	train
nist_1916402	train
nist_1916415	train
nist_1916425	train
nist_1916529	train
nist_1916542	train
nist_1916567	train
nist_1916577	train
nist_1916590	train
nist_1916601	train
nist_1916726	train
nist_1916735	train
nist_1916777	train
nist_1916834	train
nist_1916844	train
nist_1916862	train
nist_1917037	train
nist_1917045	train
nist_1917048	train
nist_1917057	train
nist_1917062	train
nist_1917074	train
nist_1917408	train
nist_1917420	train
nist_1917469	train
nist_1917475	train
nist_1917508	train
nist_1917521	train
nist_1917547	train
nist_1917558	train
nist_1917947	train
nist_1917955	train
nist_1917988	train
nist_1918358	train
nist_1918378	train
nist_1918576	train
nist_1918584	train
nist_1918590	train
nist_1918593	train
nist_1918727	train
nist_1918740	train
nist_1919068	train
nist_1919080	train
nist_1919086	train
nist_1919098	train
nist_1919157	train
nist_1919168	train
nist_1919516	train
nist_1920045	train
nist_1920053	train
nist_1920055	train
nist_1920063	train
nist_1920291	train
nist_1920295	train
nist_1920297	train
nist_1920303	train
nist_1920622	train
nist_1920636	train
nist_1920646	train
nist_1921117	train
nist_1921132	train
nist_1921146	train
nist_1921170	train
nist_1921182	train
nist_1921190	train
nist_1921201	train
nist_1921211	train
nist_1921223	train
nist_1921233	train
nist_1921245	train
nist_1922080	train
nist_1922084	train
nist_1922094	train
nist_1922677	train
nist_1922689	train
nist_1922728	train
nist_1922733	train
nist_1923173	train
nist_1923205	train
nist_1923220	train
nist_1923245	train
nist_1923256	train
nist_1923259	train
nist_1923412	train
nist_1923423	train
nist_1923425	train
nist_1923435	train
nist_1923552	train
nist_1923560	train
nist_1923562	train
nist_1923570	train
nist_1923952	train
nist_1923974	train
nist_1923987	train
nist_1924006	train
nist_1924013	train
nist_1924015	train
nist_1924018	train
nist_1924204	train
nist_1924217	train
nist_1924226	train
nist_1924232	train
nist_1924234	train
nist_1924236	train
nist_1924237	train
nist_1924860	train
nist_1924870	train
nist_1924896	train
nist_1924905	train
nist_1924948	train
nist_1924953	train
nist_1924958	train
nist_1925487	train
nist_1925489	train
nist_1925490	train
nist_1925492	train
nist_1925493	train
nist_1925503	train
nist_1925750	train
nist_1925762	train
nist_1925781	train
nist_1925792	train
nist_1926224	train
nist_1926239	train
nist_1926256	train
nist_1926269	train
nist_1926274	train
nist_1926287	train
nist_1926307	train
nist_1926319	train
nist_1926333	train
nist_1926346	train
nist_1926363	train
nist_1926368	train
nist_1926525	train
nist_1926540	train
nist_1926565	train
nist_1926575	train
nist_1926713	train
nist_1926724	train
nist_1926727	train
nist_1927230	train
nist_1927240	train
nist_1927242	train
nist_1927249	train
nist_1927464	train
nist_1927477	train
nist_1927494	train
nist_1927507	train
nist_1927512	train
nist_1927524	train
nist_1927544	train
nist_1927555	train
nist_1927719	train
nist_1927723	train
nist_1927748	train
nist_1927759	train
nist_1928021	train
nist_1928032	train
nist_1928044	train
nist_1928058	train
nist_1928134	train
nist_1928148	train
nist_1928181	train
nist_1928189	train
nist_1928210	train
nist_1928220	train
nist_1928911	train
nist_1928923	train
nist_1928944	train
nist_1928956	train
nist_1929010	train
nist_1929025	train
nist_1929045	train
nist_1929057	train
nist_1929288	train
nist_1929300	train
nist_1929318	train
nist_1929349	train
nist_1929367	train
nist_1929438	train
nist_1929441	train
nist_1929443	train
nist_1930036	train
nist_1930041	train
nist_1930043	train
nist_1930054	train
nist_1931495	train
nist_1931507	train
nist_1931529	train
nist_1933195	train
nist_1933210	train
nist_1933212	train
nist_1933228	train
nist_1933348	train
nist_1933359	train
nist_1933392	train
nist_1933759	train
nist_1933770	train
nist_1933772	train
nist_1933787	train
nist_1934118	train
nist_1934129	train
nist_1934136	train
nist_1934150	train
nist_1935309	train
nist_1935324	train
nist_1935326	train
nist_1935343	train
nist_1936573	train
nist_1936586	train
nist_1936595	train
nist_1936607	train
nist_1936945	train
nist_1936958	train
nist_1936966	train
nist_1936977	train
nist_1937279	train
nist_1937292	train
nist_1937300	train
nist_1938758	train
nist_1938772	train
nist_1938808	train
nist_1938814	train
nist_1939121	train
nist_1939137	train
nist_1939184	train
nist_1939187	train
nist_1939391	train
nist_1939396	train
nist_1939401	train
nist_1939403	train
nist_1939977	train
nist_1939985	train
nist_1939992	train
nist_1940002	train
nist_1940574	train
nist_1940580	train
nist_1940591	train
nist_1940598	train
nist_1941072	train
nist_1941087	train
nist_1941115	train
nist_1941125	train
nist_1941135	train
nist_1941141	train
nist_1941143	train
nist_1941154	train
nist_1941157	train
nist_1941159	train
nist_1941166	train
nist_1941170	train
nist_1941178	train
nist_1941184	train
nist_1941186	train
nist_1941201	train
nist_1942351	train
nist_1942365	train
nist_1942386	train
nist_1942397	train
nist_1942606	train
nist_1942612	train
nist_1942618	train
nist_1942621	train
nist_1943213	train
nist_1943227	train
nist_1943276	train
nist_1943277	train
nist_1943292	train
nist_1943308	train
nist_1943318	train
nist_1943482	train
nist_1943496	train
nist_1943501	train
nist_1943517	train
nist_1944709	train
nist_1944715	train
nist_1944717	train
nist_1944729	train
nist_1945867	train
nist_1945882	train
nist_1945893	train
nist_1945904	train
nist_1946621	train
nist_1946633	train
nist_1946640	train
nist_1946647	train
nist_1946784	train
nist_1946797	train
nist_1946802	train
nist_1946812	train
nist_1946925	train
nist_1946931	train
nist_1946938	train
nist_1946951	train
nist_1947224	train
nist_1947232	train
nist_1947242	train
nist_1947249	train
nist_1947465	train
nist_1947480	train
nist_1947484	train
nist_1947494	train
nist_1947515	train
nist_1947527	train
nist_1947558	train
nist_1948016	train
nist_1948021	train
nist_1948029	train
nist_1948035	train
nist_1948572	train
nist_1948579	train
nist_1948588	train
nist_1948594	train
nist_1949268	train
nist_1949280	train
nist_1949303	train
nist_1949315	train
nist_1949350	train
nist_1949361	train
nist_1949406	train
nist_1949420	train
nist_1949636	train
nist_1949638	train
nist_1949647	train
nist_1949962	train
nist_1949966	train
nist_1949968	train
nist_1949979	train
nist_1949981	train
nist_1949994	train
nist_1950002	train
nist_1950007	train
nist_1950059	train
nist_1950072	train
nist_1950078	train
nist_1950091	train
nist_1950120	train
nist_1950123	train
nist_1950129	train
nist_1950819	train
nist_1950828	train
nist_1950838	train
nist_1950935	train
nist_1950952	train
nist_1950977	train
nist_1950993	train
nist_1951052	train
nist_1951066	train
nist_1951086	train
nist_1951099	train
nist_1952393	train
nist_1952397	train
nist_1952606	train
nist_1952622	train
nist_1952660	train
nist_1952844	train
nist_1952859	train
nist_1952872	train
nist_1952885	train
nist_1952909	train
nist_1952915	train
nist_1952922	train
nist_1952929	train
nist_1952931	train
nist_1952946	train
nist_1953521	train
nist_1953535	train
nist_1953558	train
nist_1953568	train
nist_1954961	train
nist_1954975	train
nist_1954983	train
nist_1954996	train
nist_1955343	train
nist_1955356	train
nist_1955374	train
nist_1955383	train
nist_1955833	train
nist_1955841	train
nist_1957735	train
nist_1957741	train
nist_1957754	train
nist_1957761	train
nist_1958151	train
nist_1958162	train
nist_1958180	train
nist_1958199	train
nist_1958206	train
nist_1958240	train
nist_1958252	train
nist_1959046	train
nist_1959050	train
nist_1959055	train
nist_1959067	train
nist_1959217	train
nist_1959219	train
nist_1959228	train
nist_1959801	train
nist_1959813	train
nist_1959816	train
nist_1959829	train
nist_1960001	train
nist_1960013	train
nist_1960022	train
nist_1960035	train
nist_1960103	train
nist_1960116	train
nist_1960128	train
nist_1960141	train
nist_1960234	train
nist_1960240	train
nist_1960252	train
nist_1961631	train
nist_1961645	train
nist_1961683	train
nist_1962477	train
nist_1962492	train
nist_1962535	train
nist_1962545	train
nist_1963264	train
nist_1963637	train
nist_1963653	train
nist_1963661	train
nist_1963669	train
nist_1963768	train
nist_1963780	train
nist_1963801	train
nist_1963815	train
nist_1964283	train
nist_1964293	train
nist_1964342	train
nist_1964359	train
nist_1964421	train
nist_1964429	train
nist_1964664	train
nist_1964680	train
nist_1964685	train
nist_1964697	train
nist_1965239	train
nist_1965250	train
nist_1965268	train
nist_1965282	train
nist_1965302	train
nist_1965319	train
nist_1965329	train
nist_1965339	train
nist_1966144	train
nist_1966161	train
nist_1966167	train
nist_1966177	train
nist_1966626	train
nist_1966638	train
nist_1966646	train
nist_1966939	train
nist_1966956	train
nist_1966976	train
nist_1966991	train
nist_1967109	train
nist_1967123	train
nist_1967128	train
nist_1967142	train
nist_1967495	train
nist_1967507	train
nist_1967527	train
nist_1967541	train
nist_1967645	train
nist_1967661	train
nist_1967685	train
nist_1967698	train
nist_1967921	train
nist_1967932	train
nist_1967934	train
nist_1967947	train
nist_1968168	train
nist_1968180	train
nist_1968511	train
nist_1968525	train
nist_1968529	train
nist_1968543	train
nist_1968839	train
nist_1968854	train
nist_1968857	train
nist_1968871	train
nist_1968890	train
nist_1968895	train
nist_1969167	train
nist_1969182	train
nist_1969246	train
nist_1969253	train
nist_1969496	train
nist_1969510	train
nist_1969575	train
nist_1969587	train
nist_1970004	train
nist_1970015	train
nist_1970031	train
nist_1970043	train
nist_1972434	train
nist_1972450	train
nist_1972463	train
nist_1972465	train
nist_1973008	train
nist_1973016	train
nist_1973030	train
nist_1973039	train
nist_1973079	train
nist_1973091	train
nist_1973117	train
nist_1973130	train
nist_1973156	train
nist_1973169	train
nist_1973548	train
nist_1973563	train
nist_1973585	train
nist_1973598	train
nist_1973861	train
nist_1973874	train
nist_1976310	train
nist_1976312	train
nist_1976328	train
nist_1976333	train
nist_1976909	train
nist_1976922	train
nist_1976947	train
nist_1977040	train
nist_1977057	train
nist_1977079	train
nist_1977082	train
nist_1977295	train
nist_1977307	train
nist_1977315	train
nist_1977331	train
nist_1977976	train
nist_1977988	train
nist_1977998	train
nist_1978008	train
nist_1978575	train
nist_1978588	train
nist_1978608	train
nist_1978617	train
nist_1978718	train
nist_1978734	train
nist_1978772	train
nist_1978783	train
nist_1979179	train
nist_1979194	train
nist_1979198	train
nist_1979207	train
nist_1979284	train
nist_1979296	train
nist_1982043	train
nist_1982052	train
nist_1982073	train
nist_1982082	train
nist_1984113	train
nist_1984126	train
nist_1984478	train
nist_1984485	train
nist_1984489	train
nist_1984501	train
nist_1987849	train
nist_1987864	train
nist_1987869	train
nist_1987882	train
nist_1988110	train
nist_1988120	train
nist_1988136	train
nist_1988163	train
